timestamp,open,high,low,close,volume,liquidity,base_token,quote_token,base_price,quote_price,base_quote_ratio,volume_usd,liquidity_usd
2025-04-08,0.997079766640569,1.01412905283511,0.981836958473921,1.00287847724247,3900019.195053643,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00287847724247,1.0,1.00287847724247,3900019.195053643,0.0
2025-04-07,0.995337413215275,1.13127809399035,0.963916504043319,0.997079766640569,12878328.0764622,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.997079766640569,1.0,0.997079766640569,12878328.0764622,0.0
2025-04-06,1.10573123545396,1.15831941286641,0.987874645094228,0.995337413215275,4117440.55442655,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.995337413215275,1.0,0.995337413215275,4117440.55442655,0.0
2025-04-05,0.996339822723459,1.17666003859242,0.99028066130417,1.10573123545396,2688538.44426606,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.10573123545396,1.0,1.10573123545396,2688538.44426606,0.0
2025-04-04,0.997478542981947,1.01229059401462,0.981402078623615,0.996339822723459,5579910.62395267,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.996339822723459,1.0,0.996339822723459,5579910.62395267,0.0
2025-04-03,1.00266529559145,1.01586925044538,0.983964801654798,0.997478542981947,3548762.52787316,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.997478542981947,1.0,0.997478542981947,3548762.52787316,0.0
2025-04-02,0.998095880013405,1.10513713197309,0.987216349051165,1.00266529559145,7899962.37356722,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00266529559145,1.0,1.00266529559145,7899962.37356722,0.0
2025-04-01,0.999531071308429,1.06963539325291,0.987144253234254,0.998095880013405,7086642.68253825,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.998095880013405,1.0,0.998095880013405,7086642.68253825,0.0
2025-03-31,0.999584485146927,1.12773462258433,0.986697875053446,0.999531071308429,5680694.06404526,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.999531071308429,1.0,0.999531071308429,5680694.06404526,0.0
2025-03-30,1.0031605121793,1.16981077337628,0.987413674026386,0.999584485146927,5470659.99067331,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.999584485146927,1.0,0.999584485146927,5470659.99067331,0.0
2025-03-29,1.06342963760432,1.13632021979983,0.990508048892158,1.0031605121793,6722952.32588684,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.0031605121793,1.0,1.0031605121793,6722952.32588684,0.0
2025-03-28,1.00205511676046,1.07256220802768,0.990011591449574,1.06342963760432,8406068.29603266,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.06342963760432,1.0,1.06342963760432,8406068.29603266,0.0
2025-03-27,1.02959674024233,1.05120687454398,0.989229021459118,1.00205511676046,7749645.90887533,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00205511676046,1.0,1.00205511676046,7749645.90887533,0.0
2025-03-26,1.00110293381599,1.04789951817897,0.991708795210476,1.02959674024233,5483436.64375547,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.02959674024233,1.0,1.02959674024233,5483436.64375547,0.0
2025-03-25,0.995936262848155,1.03569438890002,0.986109923170505,1.00110293381599,5303925.43686685,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00110293381599,1.0,1.00110293381599,5303925.43686685,0.0
2025-03-24,0.997686423616836,1.06309334926849,0.982438318381203,0.995936262848155,7723581.56053494,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.995936262848155,1.0,0.995936262848155,7723581.56053494,0.0
2025-03-23,1.00144183238591,1.00832960869421,0.981997011812824,0.997686423616836,3663122.25428795,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.997686423616836,1.0,0.997686423616836,3663122.25428795,0.0
2025-03-22,1.00172705508093,1.00743662672561,0.993345230064278,1.00144183238591,3264349.13537777,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00144183238591,1.0,1.00144183238591,3264349.13537777,0.0
2025-03-21,0.99993169798563,1.00963576114882,0.991285599017063,1.00172705508093,4429760.90323303,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00172705508093,1.0,1.00172705508093,4429760.90323303,0.0
2025-03-20,1.0474066560545,1.0512077764033,0.989288037351065,0.99993169798563,7177911.2365243,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.99993169798563,1.0,0.99993169798563,7177911.2365243,0.0
2025-03-19,0.997784594008894,1.05844065525876,0.985160025702719,1.0474066560545,7888660.28173701,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.0474066560545,1.0,1.0474066560545,7888660.28173701,0.0
2025-03-18,0.999981926241796,1.00950878060878,0.988278618544134,0.997784594008894,7633752.96774966,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.997784594008894,1.0,0.997784594008894,7633752.96774966,0.0
2025-03-17,1.00068682906802,1.00898575181158,0.987803383159441,0.999981926241796,6978695.40917621,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.999981926241796,1.0,0.999981926241796,6978695.40917621,0.0
2025-03-16,0.998795933487947,1.01158702355018,0.983561066937756,1.00068682906802,5406283.8686698,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00068682906802,1.0,1.00068682906802,5406283.8686698,0.0
2025-03-15,1.00324682507722,1.00699079556611,0.988523236936078,0.998795933487947,5815362.51439591,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.998795933487947,1.0,0.998795933487947,5815362.51439591,0.0
2025-03-14,0.999257512324043,1.00940343529822,0.980821343549004,1.00324682507722,7003052.5160931,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00324682507722,1.0,1.00324682507722,7003052.5160931,0.0
2025-03-13,1.00081375811788,1.01667053628956,0.979133742389863,0.999257512324043,9707424.78880303,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.999257512324043,1.0,0.999257512324043,9707424.78880303,0.0
2025-03-12,0.997497191879473,1.0112636586138,0.974273187927104,1.00081375811788,5056828.07704989,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00081375811788,1.0,1.00081375811788,5056828.07704989,0.0
2025-03-11,1.00231931649985,1.01722184967452,0.977692430454852,0.997497191879473,3311869.49095552,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,0.997497191879473,1.0,0.997497191879473,3311869.49095552,0.0
2025-03-10,0.997403134202367,1.02008549053822,0.97830871679877,1.00231931649985,1611482.44651492,0.0,sonic_0x29219dd400f2bf60e5a23d13be72b486d4038894,sonic_0xd3dce716f3ef535c5ff8d041c1a41c3bd89b97ae,1.00231931649985,1.0,1.00231931649985,1611482.44651492,0.0
